genre,hex_colour,x,y,r,g,b
thai indie,#a68419,708,14206,166,132,25
drumfunk,#cd85ae,1035,18102,205,133,174
breaks,#c782ae,1045,17770,199,130,174
belgian indie rock,#a67b54,421,12233,166,123,84
old west,#8092c1,891,7152,128,146,193
spacewave,#ac96b0,517,17239,172,150,176
chinese post-punk,#bc7470,359,12944,188,116,112
hard techno,#cd83d6,1140,19224,205,131,214
japanese beats,#997f69,1003,9278,153,127,105
deep soul house,#ac8bb4,1253,18681,172,139,180
portuguese techno,#cc87d6,1232,19237,204,135,214
euphonium,#19acdb,421,787,25,172,219
deep breakcore,#c678b2,1050,17931,198,120,178
fluxwork,#8f8f92,726,12834,143,143,146
peruvian rock,#b27e18,713,11546,178,126,24
chilean indie,#968b25,734,10981,150,139,37
drum and bass,#d98083,872,18048,217,128,131
cello,#559a8b,367,5846,85,154,139
japanese electropop,#c28034,708,17113,194,128,52
new hampshire indie,#a4802d,513,10920,164,128,45
estonian indie,#8e8c57,474,10503,142,140,87
mgp,#c27d3b,1005,17492,194,125,59
glitter trance,#be87b9,915,18491,190,135,185
nu age,#3f96cd,170,4030,63,150,205
canadian post-punk,#c06e79,336,13090,192,110,121
bmore,#b17c33,1014,15674,177,124,51
norwegian punk,#c76223,423,10096,199,98,35
neo-industrial rock,#cf664d,450,17466,207,102,77
police band,#837790,254,5976,131,119,144
kawaii future bass,#cb7d51,753,17302,203,125,81
anthem,#5191b9,446,4864,81,145,185
pakistani indie,#8e8e39,579,10896,142,142,57
rock potiguar,#b7762e,502,11927,183,118,46
classic italian folk pop,#7d9220,700,7225,125,146,32
indian ambient,#6b9dc6,311,9140,107,157,198
light music,#4295a9,332,2513,66,149,169
mongolian pop,#a5881a,864,14559,165,136,26
bulgarian rock,#ab8222,739,14163,171,130,34
monterrey indie,#aa822c,557,15052,170,130,44
classic bulgarian pop,#9a8822,736,12439,154,136,34
meme rap,#978f12,1078,13971,151,143,18
burundian traditional,#7d7f62,1160,7164,125,127,98
lagu karo,#a98f0b,705,14030,169,143,11
detroit house,#af88a4,1269,18719,175,136,164
steel guitar,#6a937b,866,6583,106,147,123
liquid funk,#d6848c,911,18151,214,132,140
austrian dnb,#d7848c,957,17943,215,132,140
portuguese indie rock,#a48249,489,12699,164,130,73
bubble trance,#d27b8c,949,18592,210,123,140
icelandic pop,#848d1b,716,10355,132,141,27
indie poblano,#a37d40,508,11656,163,125,64
ska punk,#d75e14,550,12564,215,94,20
covertrance,#bb864c,826,17517,187,134,76
grunge pop,#c07518,393,15128,192,117,24
sinaloa indie,#a38039,471,11864,163,128,57
new jack smooth,#9a8b18,897,14867,154,139,24
harpsichord,#409e78,393,3018,64,158,120
deep techno,#ae95cc,1267,18908,174,149,204
uk house,#c5818e,1208,18410,197,129,142
iranian experimental,#6888af,275,6128,104,136,175
navajo,#29a859,779,3714,41,168,89
swahili gospel,#a78704,758,11630,167,135,4
cuatro puertorriqueno,#899038,986,7674,137,144,56
georgian polyphony,#31a526,181,364,49,165,38
chicago punk,#dc5723,320,12709,220,87,35
rap chretien,#a98b02,972,11999,169,139,2
anime rock,#d36e13,399,16443,211,110,19
alberta country,#a78901,564,14005,167,137,1
rai,#bd7908,821,12389,189,121,8
italian emo,#c86b3e,276,11655,200,107,62
indonesian punk,#d95e22,311,14289,217,94,34
danseband,#a18a07,633,12111,161,138,7
russian hardcore,#e25332,275,12380,226,83,50
vaqueiro,#bd8d01,997,9871,189,141,1
icelandic metal,#c95c64,166,11619,201,92,100
irish drill,#978c0c,1213,14172,151,140,12
rap malien,#b68b02,1170,13690,182,139,2
cumbia colombiana regia,#9e9209,1133,11664,158,146,9
modern reggae,#a68d05,1100,11590,166,141,5
comedy,#9a4a05,1020,3107,154,74,5
classic afrobeat,#ae7d2d,959,8365,174,125,45
musica tradicional dominicana,#998012,963,7723,153,128,18
piedmont blues,#499829,1084,2285,73,152,41
dutch americana,#80920d,581,7806,128,146,13
boogie-woogie,#658a61,1033,3271,101,138,97
operatic pop,#589c20,278,2968,88,156,32
pagode baiano,#c38202,1073,9417,195,130,2
moroccan pop,#bf7e04,843,13423,191,126,4
mande pop,#998d29,945,8587,153,141,41
swedish heavy metal,#e05921,223,14594,224,89,33
ugandan pop,#c08708,1076,14753,192,135,8
gujarati garba,#a47f07,726,7126,164,127,7
rap belge,#9d930e,1093,14070,157,147,14
congolese gospel,#b4860c,756,10082,180,134,12
sertanejo pop,#ba8601,823,11863,186,134,1
central american metal,#de5447,271,12331,222,84,71
j-pixie,#d46d14,373,16544,212,109,20
delaware indie,#bd6d2a,367,11484,189,109,42
griot,#9b8a2c,1003,8639,155,138,44
rap toscana,#a19103,1003,13198,161,145,3
brazilian hardcore,#e84920,295,11240,232,73,32
psychedelic space rock,#a777b0,147,9165,167,119,176
folclore santiagueno,#858d07,963,7079,133,141,7
folklore nuevo argentino,#7e9415,895,7123,126,148,21
jazz saxophone,#588f5e,872,3398,88,143,94
fado,#539f12,726,3638,83,159,18
indie liguria,#b48364,823,15494,180,131,100
italian electronica,#9693a8,887,16152,150,147,168
rock nica,#c17d55,821,16279,193,125,85
dub metal,#a271a4,436,12638,162,113,164
experimental synth,#6891b7,405,7559,104,145,183
canadian post-hardcore,#dc5925,197,12660,220,89,37
deathgrind,#e92a85,125,9779,233,42,133
christian deathcore,#e64a53,195,14027,230,74,83
technical grindcore,#e62585,129,9815,230,37,133
post-minimalism,#32a3b3,381,2311,50,163,179
lexington ky indie,#928322,646,9550,146,131,34
barnmusik,#5f8f22,1065,7010,95,143,34
edm,#cb7f48,781,17555,203,127,72
german ska,#cb720f,741,14336,203,114,15
russian ska,#c66b1c,627,13992,198,107,28
estonian pop,#a1872e,703,13571,161,135,46
austrian indie,#869424,734,11889,134,148,36
tropical house,#c18639,874,17454,193,134,57
grebo,#c5672b,429,15330,197,103,43
bagpipe,#887c89,193,7341,136,124,137
japanese bedroom pop,#878f26,872,11092,135,143,38
muzica maramureseana,#739d19,729,5579,115,157,25
phonk,#9c9151,1043,16872,156,145,81
bemani,#3697c2,163,5319,54,151,194
dark progressive house,#b291d2,1213,19048,178,145,210
spanish techno,#c889d5,1274,19299,200,137,213
deep euro house,#a198b1,1337,18946,161,152,177
thai instrumental,#54a560,705,4927,84,165,96
rock sergipano,#bb6f26,491,11448,187,111,38
israeli folk,#639435,783,4965,99,148,53
new weird america,#6f8b61,448,5819,111,139,97
mexican rock,#b57b1d,667,13980,181,123,29
asheville indie,#908a3c,703,10069,144,138,60
vapor twitch,#a68d5d,788,14660,166,141,93
cumbia pop,#b88703,1039,14678,184,135,3
stateside dnb,#d8809e,1009,18115,216,128,158
argentine indie,#97882a,624,11337,151,136,42
viral pop brasileiro,#939609,1043,11068,147,150,9
vegas indie,#bc741d,513,14273,188,116,29
indonesian emo rap,#939815,880,15028,147,152,21
electro-industrial,#cf6c69,633,18111,207,108,105
turkce trap metal,#a48723,866,15276,164,135,35
croatian folk,#709515,517,5783,112,149,21
post-punk brasileiro,#bc775d,454,15280,188,119,93
washington indie,#8e823a,506,7967,142,130,58
samoan pop,#8b8b10,866,12427,139,139,16
trance mexicano,#cd82b7,1172,18731,205,130,183
turkish reggae,#b1841e,953,15811,177,132,30
taiwan graduation song,#579b10,586,6005,87,155,16
modern electroacoustic,#5a87a3,265,5648,90,135,163
blasmusik,#5c94a8,786,3107,92,148,168
pibroch,#40a393,150,3575,64,163,147
trad jazz catala,#60895e,836,2374,96,137,94
deep filthstep,#cb7d6f,777,17316,203,125,111
christelijk,#5d964c,363,7066,93,150,76
new age,#4ba3a8,405,5976,75,163,168
australian hardcore,#e14e44,292,10651,225,78,68
nz children's music,#6e9614,1047,8977,110,150,20
italian post punk,#b67a67,403,14447,182,122,103
deep progressive house,#b194ce,1211,19135,177,148,206
deep groove house,#d07b6d,1185,18658,208,123,109
alandsk musik,#7d8e39,484,7794,125,142,57
lounge,#4d9130,664,3119,77,145,48
ai,#6d8296,365,7153,109,130,150
nursery,#40a85e,937,7388,64,168,94
montana indie,#848827,697,9526,132,136,39
traditional british folk,#499f14,868,4080,73,159,20
future bass,#ae8b4b,700,14584,174,139,75
rock in opposition,#7c826a,486,6682,124,130,106
marching band,#5e7abb,581,3423,94,122,187
swiss rock,#a2821e,543,12673,162,130,30
concert band,#418dbf,387,1805,65,141,191
indonesian indie,#a28524,569,12551,162,133,36
japanese math rock,#ba746a,463,12576,186,116,106
neurostep,#d87b94,970,17832,216,123,148
russian alt pop,#9d8d22,819,14496,157,141,34
italian progressive rock,#878849,452,7288,135,136,73
new romantic,#b47724,689,15836,180,119,36
hokkaido indie,#c47217,467,14939,196,114,23
nerdcore,#b87820,1026,14803,184,120,32
dark hardcore,#ed5944,480,17846,237,89,68
aghani lil-atfal,#848f1a,1067,9165,132,143,26
neo-psychedelic,#a97b69,377,9759,169,123,105
chinese viral pop,#95971e,870,14245,149,151,30
popgaze,#af7274,311,10169,175,114,116
pet calming,#21a3cd,184,2108,33,163,205
french folk,#559914,806,4347,85,153,20
experimental vocal,#5e8a2f,495,5992,94,138,47
complextro,#c77e5a,808,17427,199,126,90
brass band,#7e8482,753,6596,126,132,130
burmese traditional,#4a9f3a,891,1982,74,159,58
kinderliedjies,#6e900d,992,8875,110,144,13
klezmer,#609649,795,4914,96,150,73
musica londrinense,#a3853d,858,12746,163,133,61
lo star,#a28128,589,11154,162,129,40
icelandic indie,#739444,520,7893,115,148,68
muziek voor kinderen,#728f24,1047,9190,114,143,36
freak folk,#828759,440,7734,130,135,89
waiata maori,#749111,760,9028,116,145,17
sotalaulut,#728529,756,5819,114,133,41
greenlandic pop,#928e19,615,12808,146,142,25
australian reggae fusion,#9e8a1f,843,11765,158,138,31
indie canario,#a48028,574,11595,164,128,40
ecuadorian indie,#978b36,711,12821,151,139,54
dutch contemporary classical,#2a979e,381,1793,42,151,158
tekno,#e1738e,953,18440,225,115,142
dessin anime,#9d812c,719,11117,157,129,44
new french touch,#a68f51,959,16797,166,143,81
isle of man indie,#79922c,526,7312,121,146,44
ska argentino,#b67f0f,823,13903,182,127,15
deep psytrance,#c788b5,1084,18547,199,136,181
hard house,#ea64aa,1005,18971,234,100,170
latvian indie,#918b32,586,12503,145,139,50
early music,#2ba474,381,1705,43,164,116
slovenian pop,#9c8610,724,10932,156,134,16
trikiti,#9c8f41,1020,8701,156,143,65
draaiorgel,#6c9877,604,6103,108,152,119
beatboxing,#ad7d2b,1045,15229,173,125,43
inuit pop,#8d8d17,760,10798,141,141,23
psychedelic soul,#9d7531,830,10120,157,117,49
horrorcore,#b8770f,984,14504,184,119,15
turkish instrumental,#74997f,559,6274,116,153,127
gypsy fusion,#ab8443,919,13015,171,132,67
shaabi,#af7b05,843,12733,175,123,5
full on,#e37ab9,1016,19009,227,122,185
jazz catala,#63967b,882,4068,99,150,123
black noise,#b71ba8,29,8959,183,27,168
electronicore,#e1571a,219,15861,225,87,26
violao classico,#41a8b0,1001,2336,65,168,176
metal mineiro,#e0454b,243,10181,224,69,75
norwegian choir,#2ba046,166,1375,43,160,70
russian screamo,#cf6742,234,10970,207,103,66
makossa,#bb8017,963,11863,187,128,23
reiki,#27a1cf,93,2285,39,161,207
polish metal,#dc4e49,192,13066,220,78,73
glam punk,#d75318,275,12208,215,83,24
kikuyu pop,#b6810a,1160,10365,182,129,10
baltic classical piano,#17a9d4,508,136,23,169,212
punjabi folk,#907e18,949,5720,144,126,24
kikuyu gospel,#b88303,992,12684,184,131,3
progressive bluegrass,#799437,772,6412,121,148,55
black speed metal,#e93766,100,10896,233,55,102
welsh metal,#d95b3a,243,13175,217,91,58
rap nortista,#8b9107,1037,9738,139,145,7
cumbia lagunera,#b48b09,1138,12709,180,139,9
belgian singer-songwriter,#6c9203,744,4636,108,146,3
musica pernambucana,#a48217,889,9150,164,130,23
chamame,#808f10,1011,6165,128,143,16
baltic black metal,#d24a78,108,11854,210,74,120
salsa,#a38619,1045,7637,163,134,25
norwegian hardcore,#df4c51,172,12528,223,76,81
kannada bhava geethe,#8c8f06,937,6497,140,143,6
charred death,#e04272,120,12172,224,66,114
andalusian classical,#579a17,554,4105,87,154,23
portuguese death metal,#e1478c,168,13347,225,71,140
new england emo,#b3741f,314,12184,179,116,31
trio cubano,#758c22,1138,4485,117,140,34
peruvian hip hop,#b08403,1122,10616,176,132,3
metal colombiano,#e04864,210,10761,224,72,100
porro,#a48c21,1133,9860,164,140,33
swedish emo,#bd6f3d,192,11339,189,111,61
koligeet,#b07404,988,9502,176,116,4
huapango,#af8829,1120,10592,175,136,41
italian opera,#2d972d,326,456,45,151,45
intelligent dance music,#9984ae,786,14571,153,132,174
experimental electronic,#958897,716,12539,149,136,151
finnish death metal,#e15765,127,14374,225,87,101
german post-hardcore,#e35c11,204,16721,227,92,17
progressive metalcore,#e4573d,192,15774,228,87,61
brazilian metalcore,#e54e36,256,14952,229,78,54
atmosphere,#2aacd7,19,2374,42,172,215
vintage swedish pop,#5d9218,808,4093,93,146,24
celtic,#679624,596,5819,103,150,36
tongan pop,#699831,860,7967,105,152,49
dutch edm,#d37c63,851,17966,211,124,99
hard trance,#e26a9e,847,18667,226,106,158
finnish modern jazz,#6c947c,655,5942,108,148,124
russian dnb,#d2849a,990,17906,210,132,154
double drumming,#a4704e,522,7881,164,112,78
chalga,#c0821d,933,16746,192,130,29
korean indie rock,#aa842e,484,13624,170,132,46
indonesian pop,#978c13,604,12332,151,140,19
seattle indie,#a18238,457,10994,161,130,56
caracas indie,#b18027,579,14310,177,128,39
vaikiskos dainos,#839416,1041,10059,131,148,22
dansk lovsang,#73981d,552,9042,115,152,29
dark electro-industrial,#cf6d73,569,18048,207,109,115
coventry indie,#bb701b,554,15583,187,112,27
instrumental grime,#b6865b,1058,16847,182,134,91
tribal house,#ce7b85,1199,18933,206,123,133
adult standards,#598d28,719,3878,89,141,40
neo-pagan,#629828,627,6474,98,152,40
musica puntana,#928d20,697,10920,146,141,32
barnalog,#6e8a08,1016,7388,110,138,8
barnasogur,#528809,1111,5319,82,136,9
yuri,#b27f5d,586,14939,178,127,93
uk contemporary jazz,#838d8f,770,8726,131,141,143
rap guarulhense,#939213,959,13385,147,146,19
uppsala indie,#a88125,508,13185,168,129,37
happy hardcore,#e36552,667,17896,227,101,82
macedonian indie,#ae7d47,574,12344,174,125,71
limerick indie,#9f8023,434,11778,159,128,35
greek swing,#7e932b,817,8500,126,147,43
chicago indie,#9a8039,520,9886,154,128,57
ghanaian gospel,#af8805,801,12207,175,136,5
football,#ac4e66,480,5698,172,78,102
bedroom pop,#7a9431,692,10120,122,148,49
british comedy,#6a7409,1109,3752,106,116,9
gospel italiano,#6a9a22,328,7734,106,154,34
funky breaks,#c57b72,1167,18274,197,123,114
canto a tenore,#4d8306,543,1451,77,131,6
chicago house,#bb8179,1246,18870,187,129,121
hypnosis,#219466,316,2678,33,148,102
buffalo ny indie,#93832b,482,8617,147,131,43
lds,#459c53,431,4232,69,156,83
austrian jazz,#599877,843,4864,89,152,119
dong-yo,#899618,1024,11211,137,150,24
early music ensemble,#25a342,363,1754,37,163,66
russian punk,#c36d15,564,14484,195,109,21
electropop,#aa8922,758,15809,170,137,34
indie queretano,#b07d40,566,13648,176,125,64
reggae catala,#bb8209,905,15040,187,130,9
lithuanian pop,#9f8916,823,14437,159,137,22
vapor soul,#94943c,744,14126,148,148,60
pop electronico,#ad8a2b,804,16493,173,138,43
arab alternative,#849428,736,10609,132,148,40
emo rap,#909614,847,14232,144,150,20
noise rock,#be5776,284,9814,190,87,118
classic romanian pop,#ba821a,980,17164,186,130,26
belarusian pop,#ab871a,756,14597,171,135,26
japanese new wave,#b87427,574,14774,184,116,39
danish modern jazz,#5e9892,781,5917,94,152,146
powerviolence,#de3180,202,9839,222,49,128
sacramento indie,#b67331,397,12049,182,115,49
alternative hip hop,#b07520,1014,10718,176,117,32
alpine yodeling,#ad7a0b,736,12195,173,122,11
zither,#5aa1ab,980,2816,90,161,171
ethnotronica,#9e9ac1,1296,18362,158,154,193
welsh folk,#4d9f2c,772,5345,77,159,44
weightless,#9a8d92,841,14584,154,141,146
brazilian experimental,#88859c,646,9673,136,133,156
swedish prog,#808a38,557,6583,128,138,56
german rock,#b2730f,610,12389,178,115,15
breton folk,#7d944a,561,6645,125,148,74
musica popular mineira,#6f9624,569,6201,111,150,36
euskal indie,#a7861f,533,13734,167,134,31
persian alternative,#7e932c,650,8400,126,147,44
himalayan folk,#4fa34e,557,4815,79,163,78
french reggae,#ac820d,984,12312,172,130,13
guitar case,#938e18,596,12770,147,142,24
deep surf music,#b47b99,504,9997,180,123,153
polish alternative,#93891f,686,11240,147,137,31
indiana indie,#9f8336,497,9509,159,131,54
serbian indie,#ae7b42,500,12319,174,123,66
rock independant francais,#a78327,543,13597,167,131,39
chinese indie rock,#aa7d46,461,12832,170,125,70
arab groove,#8d8a2f,843,9863,141,138,47
humppa,#8f8005,864,8224,143,128,5
san antonio rap,#919209,1071,13608,145,146,9
muzica ardeleneasca,#709d0b,579,4737,112,157,11
norman ok indie,#99813c,427,8728,153,129,60
classic dutch pop,#9c861d,694,12600,156,134,29
underground hip hop,#a18911,968,12539,161,137,17
landler,#75a663,891,6151,117,166,99
nu gaze,#af7974,275,13188,175,121,116
cartoon,#7c8106,1176,9466,124,129,6
appenzeller folk,#77a640,491,5931,119,166,64
latin classical,#409a7b,758,1653,64,154,123
dhrupad,#578f4d,474,3221,87,143,77
calypso,#5c8f0d,815,3979,92,143,13
show tunes,#58931f,513,4662,88,147,31
traditional english folk,#47a114,779,4144,71,161,20
bisrock,#a4810c,564,9434,164,129,12
thai psychedelic,#9d7b41,724,6436,157,123,65
dark cabaret,#878525,589,7375,135,133,37
swedish electropop,#b18932,781,17137,177,137,50
twin cities indie,#9a8223,552,10106,154,130,35
scottish fiddle,#65a154,440,4156,101,161,84
italian mandolin,#5b9e87,536,5545,91,158,135
jamtronica,#b68473,686,13843,182,132,115
french experimental rock,#9a7c6a,478,8175,154,124,106
tatar folk,#52a11c,596,4207,82,161,28
oslo indie,#968836,431,10243,150,136,54
hammond organ,#818679,880,6803,129,134,121
shimmer pop,#a8882f,554,15254,168,136,47
lawrence ks indie,#998530,489,8916,153,133,48
gotico brasileiro,#c0775b,429,16026,192,119,91
redneck,#b28305,847,15330,178,131,5
lgbtq+ hip hop,#ab8215,1031,14816,171,130,21
oberkrainer,#9b8e4f,957,7796,155,142,79
neo soul,#96880d,895,13347,150,136,13
urban contemporary,#9e8607,927,14779,158,134,7
marimba mexicana,#968f51,1100,8664,150,143,81
batak,#9d9010,545,13127,157,144,16
funky tech house,#d67995,1269,19173,214,121,149
vocal jazz,#4a913b,828,2690,74,145,59
jazzcore,#b96182,450,8691,185,97,130
classical saxophone,#2ba7ac,373,2184,43,167,172
indie cordoba,#8e8e1a,751,10417,142,142,26
indian percussion,#a17476,1043,7624,161,116,118
deep vocal house,#c87b30,941,18200,200,123,48
spoken word,#787d13,1117,8316,120,125,19
morelos indie,#a28b47,520,12846,162,139,71
pirate,#ce5d19,409,12430,206,93,25
instrumental math rock,#b776ad,500,10479,183,118,173
corsican folk,#609917,511,5066,96,153,23
latin american baroque,#28a447,341,1451,40,164,71
aggro chileno,#cf611c,469,12735,207,97,28
esperanto,#888d12,793,10293,136,141,18
a cappella,#709207,581,6769,112,146,7
australian indie,#ab821e,517,13213,171,130,30
rock en espanol,#b07e0f,680,13300,176,126,15
kundiman,#5c9d22,515,5460,92,157,34
classic eurovision,#779210,683,6707,119,146,16
korean jazz,#5b9c56,823,5680,91,156,86
indie paraense,#8a912b,746,12662,138,145,43
vancouver indie,#9d8330,467,10647,157,131,48
ska mexicano,#c8721a,774,12451,200,114,26
canadian soundtrack,#3c9dbf,202,5496,60,157,191
vapor pop,#989028,639,14138,152,144,40
huzunlu sarkilar,#649b15,821,8765,100,155,21
viet edm,#c3884c,795,17352,195,136,76
riddim dubstep,#d07c41,1005,16013,208,124,65
greek indie,#838f25,624,9213,131,143,37
surf music,#ad748c,729,8413,173,116,140
groove gospel,#938c20,554,10859,147,140,32
villancicos,#7f8e26,901,9003,127,142,38
funk mexicano,#ba7d51,911,15785,186,125,81
rare groove,#a37543,939,9787,163,117,67
reggae cover,#97912c,997,15421,151,145,44
zhongguo feng,#959516,602,13102,149,149,22
swedish classical,#1e9d76,332,762,30,157,118
canadian choir,#1da067,157,505,29,160,103
folklore boliviano,#9c8610,903,8329,156,134,16
german oi,#df590b,369,12685,223,89,11
modern progressive rock,#898e43,314,10060,137,142,67
nwothm,#de542f,223,13114,222,84,47
german hard rock,#cf6420,276,13744,207,100,32
banda carnavalera,#938b19,978,8850,147,139,25
hard rock mexicano,#c66e1b,328,14064,198,110,27
post-grunge,#cb6f0d,309,15381,203,111,13
drill espanol,#929602,1165,12863,146,150,2
canadian comedy,#905007,1085,3107,144,80,7
murga,#b46001,899,6291,180,96,1
progressive groove metal,#de5148,248,12601,222,81,72
samba gospel,#aa8606,760,10280,170,134,6
background jazz,#3ba6b8,836,2108,59,166,184
kompa,#b8860e,953,13372,184,134,14
nwobhm,#da502b,239,11094,218,80,43
tamaulipas indie,#bb7811,407,14459,187,120,17
canadian metal,#da523f,232,12172,218,82,63
buffalo ny metal,#e4425c,228,9974,228,66,92
uk post-metal,#a079ad,118,10785,160,121,173
glam metal,#ce6016,295,12772,206,96,22
alabama metal,#dc5148,223,13411,220,81,72
iranian metal,#cc5e72,181,13437,204,94,114
deep regional mexican,#a08703,1067,8638,160,135,3
islamic recitation,#3ca602,830,1122,60,166,2
carnatic vocal,#7c8817,716,2589,124,136,23
red dirt,#a18904,504,12306,161,137,4
assamese pop,#a18a09,758,8954,161,138,9
japanese pop punk,#e35615,260,14558,227,86,21
guatemalan metal,#cf5950,219,11326,207,89,80
north carolina emo,#c46e1d,292,13298,196,110,29
singaporean metal,#e23868,184,10157,226,56,104
metal balear,#dd5937,248,14447,221,89,55
tolkien metal,#d05565,150,12636,208,85,101
braindance,#ad84bb,953,16594,173,132,187
experimental club,#b37b92,876,15317,179,123,146
deep idm,#9982ae,841,14547,153,130,174
somatik techno,#a28db6,1115,17820,162,141,182
mexican experimental,#7d86ad,526,7930,125,134,173
glitch beats,#9987a8,905,15015,153,135,168
japanese idm,#9f809e,849,13300,159,128,158
experimental techno,#b388c4,978,17403,179,136,196
german electronica,#8992ad,945,15622,137,146,173
asmr,#700087,467,5673,112,0,135
432hz,#1fa6d4,303,2666,31,166,212
guzheng,#36a7ad,845,945,54,167,173
persian neo-traditional,#4e9f9b,520,3499,78,159,155
canzone genovese,#5e960d,604,4586,94,150,13
hard dance,#f15bb6,736,18819,241,91,182
deep delta blues,#4c9138,937,1249,76,145,56
classic norwegian pop,#79910c,697,8261,121,145,12
dresden indie,#a1822d,504,11006,161,130,45
gochiusa,#b58547,689,16417,181,133,71
galician folk,#7f943b,442,7645,127,148,59
polish indie,#958d33,618,13176,149,141,51
christian a cappella,#519107,438,5167,81,145,7
brain waves,#2647c5,118,4586,38,71,197
alternative americana,#789223,569,7176,120,146,35
brazilian indie,#9e841f,847,10474,158,132,31
bath indie,#948129,489,8791,148,129,41
phoenix indie,#af7b23,438,12331,175,123,35
modern uplift,#b87b13,387,14657,184,123,19
german dark minimal techno,#c184d6,1120,19262,193,132,214
japanese melodic punk,#e15820,330,14313,225,88,32
musica feirense,#a68d0c,947,12064,166,141,12
sudanese pop,#998a30,964,12912,153,138,48
korean dream pop,#869361,436,8929,134,147,97
moombahton,#cf7e3f,1001,17593,207,126,63
junior songfestival,#ab8d3b,893,16569,171,141,59
danish singer-songwriter,#769620,557,7363,118,150,32
macedonian pop,#a7840b,664,13139,167,132,11
indie r&b,#8f8414,797,9415,143,132,20
russian viral pop,#aa9008,993,15912,170,144,8
san diego indie,#ae7a31,399,12772,174,122,49
samurai trap,#c08a65,760,16847,192,138,101
rock sul-mato-grossense,#c1711d,484,13163,193,113,29
nasyid,#779608,591,8487,119,150,8
british soul,#9a8910,855,13965,154,137,16
southern soul,#81820f,834,7846,129,130,15
egyptian pop,#a78206,845,13497,167,130,6
miami hip hop,#b18407,1058,16052,177,132,7
cancoes infantis,#939203,1061,11863,147,146,3
ethereal wave,#858b68,290,10219,133,139,104
g-house,#b38a3f,1091,17391,179,138,63
idaho hip hop,#998a06,1047,11714,153,138,6
oriental classical,#24a08e,334,1214,36,160,142
uzbek traditional,#3a9f33,719,1957,58,159,51
vintage chanson,#4c9506,832,1754,76,149,6
puerto rican rock,#b57912,646,12413,181,121,18
rock uruguayo,#a97f13,624,11963,169,127,19
instrumental rock,#ae7085,403,9017,174,112,133
deep jazz fusion,#8c86a0,751,8905,140,134,160
fan chant,#b14376,425,3069,177,67,118
goa trance,#dd7cbd,866,18882,221,124,189
russian rock,#a57b12,705,11939,165,123,18
scottish hip hop,#ae7e1d,935,12634,174,126,29
dakke dak,#cd7d31,1013,17694,205,125,49
dunedin indie,#948251,444,8102,148,130,81
children's folk,#629408,1031,7931,98,148,8
italo dance,#d27a32,1013,18459,210,122,50
twee indie pop,#a08735,533,11546,160,135,53
sami,#68951f,564,7657,104,149,31
slovak pop,#9b860c,591,10032,155,134,12
japanese ska,#d5692c,596,14557,213,105,44
kollywood,#a88216,997,14157,168,130,22
europop,#b88016,763,16316,184,128,22
guatemalan pop,#a98c0f,978,13436,169,140,15
chill baile,#a28d45,1102,16216,162,141,69
motown,#8d7d0d,806,8550,141,125,13
croatian rock,#b2790e,627,13188,178,121,14
mizo pop,#809807,607,10884,128,152,7
indonesian ska,#ba841e,878,15242,186,132,30
reggae tuga,#a48e21,1050,15154,164,142,33
r&b,#9a8a06,915,14287,154,138,6
traditional ska,#9e8429,1056,9515,158,132,41
harlem hip hop,#b77309,1037,11224,183,115,9
smooth soul,#948a1b,961,14791,148,138,27
cabaret,#419112,841,1350,65,145,18
swing,#4e8a55,917,2538,78,138,85
christian relaxative,#46a583,540,5718,70,165,131
faroese folk,#489c31,594,4839,72,156,49
ryukoka,#48a112,591,1957,72,161,18
instrumental acoustic guitar,#43afc1,774,4232,67,175,193
cedm,#b68835,692,16620,182,136,53
dubstep,#db793f,781,16380,219,121,63
oxford indie,#a4823b,413,12111,164,130,59
rap galego,#bb7a0d,899,12937,187,122,13
musical advocacy,#8b880e,506,9985,139,136,14
trap metal italiana,#b4830b,821,13077,180,131,11
christian pop,#9e8b0f,515,13759,158,139,15
japanese concert band,#6786ab,399,4207,103,134,171
icelandic singer-songwriter,#739119,584,7412,115,145,25
hamburger schule,#a7811a,610,12735,167,129,26
stuttgart indie,#a28437,478,12356,162,132,55
okc indie,#9e802d,397,10084,158,128,45
riot grrrl,#c16632,434,10168,193,102,50
norwegian gospel,#649812,545,6854,100,152,18
cambodian rock,#948443,579,7844,148,132,67
canadian garage rock,#c95e39,341,10156,201,94,57
bulgarian pop,#b7840c,897,15710,183,132,12
wind ensemble,#14b0d6,383,419,20,176,214
musikkorps,#79739a,819,3423,121,115,154
classic soul,#7e820f,806,6954,126,130,15
industrial metal,#d5634f,463,17479,213,99,79
post-punk mexicano,#b78375,413,16240,183,131,117
swiss alternative rock,#b77626,452,13879,183,118,38
rock mineiro,#b87d10,571,14787,184,125,16
classic house,#c37d73,1204,18844,195,125,115
icelandic hip hop,#9e8916,1048,15289,158,137,22
estonian electronic,#a78fa7,1005,17176,167,143,167
latvian electronic,#ab8da1,1127,18017,171,141,161
irish electronic,#b28cb7,1074,17992,178,140,183
colombian electronic,#b68bcf,1084,18386,182,139,207
neoclassicism,#229a9e,371,725,34,154,158
gotlandsk musik,#729124,566,6670,114,145,36
arabic jazz,#669788,736,5716,102,151,136
rome indie,#988c29,613,11939,152,140,41
pittsburgh indie,#a07e2d,457,9698,160,126,45
australian rockabilly,#be6e12,660,9200,190,110,18
